layer,head,sample,tokens,baseline_loss,edited_loss,delta_loss
4,0,0,196.0,3.98167085647583,3.9864726066589355,0.004801750183105469
4,0,1,127.0,3.705084800720215,3.7067818641662598,0.0016970634460449219
4,0,2,162.0,2.4317469596862793,2.433098554611206,0.0013515949249267578
4,0,3,92.0,5.154407501220703,5.160662651062012,0.006255149841308594
4,0,4,194.0,3.7261335849761963,3.7266292572021484,0.0004956722259521484
4,0,5,115.0,3.4317781925201416,3.4287352561950684,-0.003042936325073242
4,0,6,109.0,4.611254692077637,4.6062822341918945,-0.0049724578857421875
4,0,7,48.0,3.824559450149536,3.8323075771331787,0.007748126983642578
4,0,8,69.0,4.333216190338135,4.3313889503479,-0.001827239990234375
4,0,9,85.0,3.4889185428619385,3.4832353591918945,-0.005683183670043945
4,0,10,238.0,3.337062358856201,3.3374156951904297,0.0003533363342285156
4,0,11,233.0,3.013906478881836,3.013371706008911,-0.0005347728729248047
4,0,12,208.0,3.644038200378418,3.6379623413085938,-0.006075859069824219
4,0,13,196.0,3.302739381790161,3.301975727081299,-0.0007636547088623047
4,0,14,131.0,3.989900827407837,3.986130475997925,-0.0037703514099121094
4,0,15,125.0,3.2012383937835693,3.205415964126587,0.004177570343017578
4,0,16,61.0,4.757500171661377,4.757296085357666,-0.0002040863037109375
4,0,17,164.0,2.6241273880004883,2.6241612434387207,3.3855438232421875e-05
4,0,18,107.0,3.8216171264648438,3.8208963871002197,-0.0007207393646240234
4,0,19,48.0,4.036356449127197,4.020580768585205,-0.015775680541992188
4,0,20,74.0,2.6907341480255127,2.6996965408325195,0.008962392807006836
4,0,21,103.0,2.9307749271392822,2.925753355026245,-0.005021572113037109
4,0,22,114.0,3.8854269981384277,3.8892946243286133,0.003867626190185547
4,0,23,50.0,6.480540752410889,6.485927104949951,0.0053863525390625
4,0,24,281.0,3.1489627361297607,3.1532745361328125,0.004311800003051758
4,0,25,247.0,2.5188822746276855,2.518763303756714,-0.00011897087097167969
4,0,26,173.0,4.413876056671143,4.418959617614746,0.005083560943603516
4,0,27,166.0,3.707796812057495,3.7054502964019775,-0.002346515655517578
4,0,28,98.0,3.151510238647461,3.1497385501861572,-0.001771688461303711
4,0,29,174.0,3.586359739303589,3.581031560897827,-0.005328178405761719
4,0,30,173.0,3.190525531768799,3.2009918689727783,0.010466337203979492
4,0,31,215.0,4.340093612670898,4.333939552307129,-0.006154060363769531
4,0,32,186.0,3.4789488315582275,3.473388671875,-0.005560159683227539
4,0,33,153.0,2.9326295852661133,2.9311015605926514,-0.001528024673461914
4,0,34,147.0,4.1311798095703125,4.132137298583984,0.000957489013671875
4,0,35,50.0,4.620577812194824,4.623567581176758,0.0029897689819335938
4,0,36,86.0,3.942690134048462,3.9368886947631836,-0.00580143928527832
4,0,37,154.0,4.250033378601074,4.244805335998535,-0.0052280426025390625
4,0,38,265.0,2.933018684387207,2.9360642433166504,0.0030455589294433594
4,0,39,199.0,3.941709518432617,3.9417672157287598,5.7697296142578125e-05
4,0,40,138.0,4.430899620056152,4.429315090179443,-0.0015845298767089844
4,0,41,98.0,4.048152923583984,4.050691604614258,0.0025386810302734375
4,0,42,167.0,2.98820424079895,2.9880154132843018,-0.0001888275146484375
4,0,43,288.0,4.51556396484375,4.516898155212402,0.0013341903686523438
4,0,44,225.0,3.134540557861328,3.1319024562835693,-0.002638101577758789
4,0,45,191.0,3.475728988647461,3.473444938659668,-0.0022840499877929688
4,0,46,92.0,5.071820259094238,5.081140041351318,0.009319782257080078
4,0,47,41.0,5.766663551330566,5.774292945861816,0.00762939453125
4,0,48,231.0,3.4077651500701904,3.406416177749634,-0.0013489723205566406
4,0,49,101.0,2.9521121978759766,2.9564807415008545,0.00436854362487793
4,0,50,177.0,3.6662821769714355,3.6682052612304688,0.0019230842590332031
4,0,51,252.0,4.05861759185791,4.063482761383057,0.004865169525146484
4,0,52,259.0,3.3747026920318604,3.378042459487915,0.0033397674560546875
4,0,53,47.0,4.065746307373047,4.063625335693359,-0.0021209716796875
4,0,54,164.0,2.495858669281006,2.4968488216400146,0.000990152359008789
4,0,55,94.0,4.066493034362793,4.064665794372559,-0.001827239990234375
4,0,56,103.0,4.11627721786499,4.119237422943115,0.002960205078125
4,0,57,78.0,3.913255453109741,3.9148035049438477,0.0015480518341064453
4,0,58,239.0,3.692802906036377,3.6927175521850586,-8.535385131835938e-05
4,0,59,271.0,4.881155014038086,4.879382610321045,-0.0017724037170410156
4,0,60,162.0,3.3450679779052734,3.3484323024749756,0.0033643245697021484
4,0,61,179.0,3.870093584060669,3.872415065765381,0.002321481704711914
4,0,62,218.0,3.1762454509735107,3.175010919570923,-0.0012345314025878906
4,0,63,81.0,3.809858798980713,3.797025680541992,-0.012833118438720703
4,0,64,93.0,4.687077522277832,4.690225124359131,0.003147602081298828
4,0,65,72.0,4.558295249938965,4.553135395050049,-0.005159854888916016
4,0,66,230.0,3.737887382507324,3.7364766597747803,-0.0014107227325439453
4,0,67,99.0,3.1625142097473145,3.158437490463257,-0.004076719284057617
4,0,68,213.0,3.218388557434082,3.2206718921661377,0.002283334732055664
4,0,69,119.0,3.072978973388672,3.076402425765991,0.003423452377319336
4,0,70,161.0,3.529710531234741,3.523622989654541,-0.006087541580200195
4,0,71,90.0,4.394758224487305,4.408331394195557,0.013573169708251953
4,0,72,181.0,3.6989989280700684,3.692274808883667,-0.006724119186401367
4,0,73,95.0,4.745315074920654,4.744311332702637,-0.0010037422180175781
4,0,74,245.0,2.801177740097046,2.8001580238342285,-0.0010197162628173828
4,0,75,93.0,2.319314956665039,2.320700168609619,0.0013852119445800781
4,0,76,225.0,3.1077821254730225,3.1205339431762695,0.01275181770324707
4,0,77,61.0,4.027099132537842,4.015347480773926,-0.011751651763916016
4,0,78,257.0,4.246406078338623,4.248262882232666,0.0018568038940429688
4,0,79,165.0,3.7203760147094727,3.7192938327789307,-0.0010821819305419922
4,0,80,117.0,4.752804279327393,4.754699230194092,0.0018949508666992188
4,0,81,89.0,4.279232025146484,4.27757453918457,-0.0016574859619140625
4,0,82,291.0,4.08609676361084,4.086089134216309,-7.62939453125e-06
4,0,83,93.0,4.042176723480225,4.0398759841918945,-0.002300739288330078
4,0,84,228.0,2.8949825763702393,2.899343490600586,0.00436091423034668
4,0,85,131.0,3.406266927719116,3.4028775691986084,-0.0033893585205078125
4,0,86,191.0,4.77057409286499,4.774966716766357,0.0043926239013671875
4,0,87,238.0,5.341985702514648,5.341954231262207,-3.147125244140625e-05
4,0,88,210.0,3.7304000854492188,3.7287256717681885,-0.0016744136810302734
4,0,89,107.0,4.658895492553711,4.66282320022583,0.003927707672119141
4,0,90,217.0,3.256716728210449,3.2582814693450928,0.0015647411346435547
4,0,91,199.0,3.479922294616699,3.47835111618042,-0.0015711784362792969
4,0,92,84.0,2.9870519638061523,2.9860904216766357,-0.0009615421295166016
4,0,93,271.0,4.167789459228516,4.165021896362305,-0.0027675628662109375
4,0,94,226.0,3.797963857650757,3.7902793884277344,-0.007684469223022461
4,0,95,258.0,4.302313327789307,4.301058769226074,-0.0012545585632324219
4,0,96,86.0,4.009377479553223,4.0108137130737305,0.0014362335205078125
4,0,97,142.0,4.886353492736816,4.889340877532959,0.002987384796142578
4,0,98,42.0,4.73474645614624,4.740221977233887,0.005475521087646484
4,0,99,224.0,3.053419828414917,3.0504610538482666,-0.0029587745666503906
4,0,100,197.0,2.6848225593566895,2.6818485260009766,-0.0029740333557128906
4,0,101,85.0,3.080362558364868,3.0847840309143066,0.0044214725494384766
4,0,102,195.0,3.4633231163024902,3.4672701358795166,0.003947019577026367
4,0,103,102.0,4.20768404006958,4.211817264556885,0.0041332244873046875
4,0,104,181.0,3.711848735809326,3.715806245803833,0.003957509994506836
4,0,105,72.0,2.723045587539673,2.724522829055786,0.0014772415161132812
4,0,106,130.0,4.976626396179199,4.976541519165039,-8.487701416015625e-05
4,0,107,62.0,3.1819393634796143,3.1864161491394043,0.004476785659790039
4,0,108,263.0,4.0605854988098145,4.059317588806152,-0.0012679100036621094
4,0,109,194.0,3.1560444831848145,3.162670612335205,0.006626129150390625
4,0,110,174.0,3.211611032485962,3.221673011779785,0.010061979293823242
4,0,111,235.0,4.168798446655273,4.164503574371338,-0.004294872283935547
4,0,112,143.0,4.279087066650391,4.274774074554443,-0.004312992095947266
4,0,113,117.0,4.890145778656006,4.8880510330200195,-0.002094745635986328
4,0,114,160.0,4.253233909606934,4.247805118560791,-0.005428791046142578
4,0,115,115.0,3.9266409873962402,3.9168124198913574,-0.009828567504882812
4,0,116,120.0,3.8633739948272705,3.876478910446167,0.013104915618896484
4,0,117,186.0,4.1213459968566895,4.119027137756348,-0.002318859100341797
4,0,118,138.0,3.296036958694458,3.2899670600891113,-0.00606989860534668
4,0,119,80.0,3.554978847503662,3.554595947265625,-0.0003829002380371094
4,0,120,164.0,3.3612916469573975,3.360013961791992,-0.0012776851654052734
4,0,121,215.0,3.762061357498169,3.7559587955474854,-0.006102561950683594
4,0,122,81.0,3.60632061958313,3.5892393589019775,-0.017081260681152344
4,0,123,171.0,3.4178876876831055,3.4202628135681152,0.0023751258850097656
4,0,124,41.0,4.780884742736816,4.776271820068359,-0.004612922668457031
4,0,125,103.0,4.1708221435546875,4.168251991271973,-0.0025701522827148438
4,0,126,145.0,3.385586977005005,3.3904285430908203,0.00484156608581543
4,0,127,102.0,3.511989116668701,3.502779483795166,-0.009209632873535156
4,0,128,157.0,4.545989513397217,4.547431468963623,0.00144195556640625
4,0,129,161.0,3.612820625305176,3.606903314590454,-0.00591731071472168
4,0,130,248.0,3.595446825027466,3.599731206893921,0.004284381866455078
4,0,131,240.0,4.314742088317871,4.315073490142822,0.0003314018249511719
4,0,132,284.0,3.515221118927002,3.5047056674957275,-0.010515451431274414
4,0,133,105.0,5.547122001647949,5.550438404083252,0.0033164024353027344
4,0,134,72.0,3.6292827129364014,3.637650728225708,0.00836801528930664
4,0,135,86.0,3.9638190269470215,3.9605603218078613,-0.0032587051391601562
4,0,136,120.0,3.225938320159912,3.2265512943267822,0.0006129741668701172
4,0,137,64.0,3.684243679046631,3.69791841506958,0.013674736022949219
4,0,138,220.0,2.8231959342956543,2.827657699584961,0.004461765289306641
4,0,139,92.0,2.984248638153076,2.9735872745513916,-0.01066136360168457
4,0,140,180.0,3.4170660972595215,3.4088988304138184,-0.008167266845703125
4,0,141,95.0,3.5693070888519287,3.563007116317749,-0.0062999725341796875
4,0,142,72.0,5.436267852783203,5.434088230133057,-0.0021796226501464844
4,0,143,152.0,4.664964199066162,4.669195175170898,0.004230976104736328
4,0,144,170.0,3.2575697898864746,3.2613914012908936,0.0038216114044189453
4,0,145,56.0,4.233151912689209,4.219107627868652,-0.01404428482055664
4,0,146,174.0,3.632305860519409,3.6312808990478516,-0.0010249614715576172
4,0,147,191.0,3.26232647895813,3.2624154090881348,8.893013000488281e-05
4,0,148,279.0,3.7231252193450928,3.718360662460327,-0.004764556884765625
4,0,149,98.0,3.6501717567443848,3.661146402359009,0.010974645614624023
4,0,150,50.0,3.987290143966675,3.9864251613616943,-0.0008649826049804688
4,0,151,61.0,3.207566976547241,3.2121286392211914,0.004561662673950195
4,0,152,208.0,2.833768367767334,2.836291790008545,0.0025234222412109375
4,0,153,124.0,3.7818057537078857,3.787574052810669,0.005768299102783203
4,0,154,128.0,3.3032331466674805,3.301816940307617,-0.0014162063598632812
4,0,155,250.0,4.603071212768555,4.60746955871582,0.004398345947265625
4,0,156,239.0,2.621934175491333,2.623053550720215,0.001119375228881836
4,0,157,164.0,2.8648641109466553,2.859511137008667,-0.005352973937988281
4,0,158,42.0,4.671477317810059,4.677237510681152,0.00576019287109375
4,0,159,200.0,4.007006645202637,4.009887218475342,0.002880573272705078
4,0,160,209.0,3.638150215148926,3.6354167461395264,-0.002733469009399414
4,0,161,206.0,3.6040756702423096,3.6006038188934326,-0.003471851348876953
4,0,162,139.0,4.383498191833496,4.375354290008545,-0.008143901824951172
4,0,163,76.0,3.7987864017486572,3.7997162342071533,0.0009298324584960938
4,0,164,232.0,3.892338275909424,3.88625168800354,-0.006086587905883789
4,0,165,235.0,3.9155564308166504,3.914283037185669,-0.0012733936309814453
4,0,166,49.0,4.228317737579346,4.235069274902344,0.006751537322998047
4,0,167,138.0,3.473930835723877,3.468724489212036,-0.00520634651184082
4,0,168,60.0,3.808337450027466,3.8079984188079834,-0.0003390312194824219
4,0,169,146.0,4.041977882385254,4.042587757110596,0.0006098747253417969
4,0,170,57.0,4.420210838317871,4.417540550231934,-0.0026702880859375
